directory,score,clarity,accuracy
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_gpt-4-turbo_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_gpt-4-turbo_4_19_24,7,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_gpt-4-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,3,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,1,8,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,9,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,4,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,4,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,0,9,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_mistral-large-latest_4_19_24,6,8,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,0,2,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,0,9,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,1,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,9,6,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,0,4,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,8,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,7,3,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,6,8,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_chain_of_thought\QAHard11_open-mistral-7b_4_19_24,8,7,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,9,10,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,7,8,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,10,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,10,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,6,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,10,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,1,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,6,8,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-3.5-turbo_4_19_24,10,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,10,7,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,9,7,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,10,8,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,0,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,10,8,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,9,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,10,8,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,9,8,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_gpt-4-turbo_4_19_24,10,8,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,9,10,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,7,9,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,10,10,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,9,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,10,10,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,8,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_mistral-large-latest_4_19_24,10,10,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,2,2,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,9,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,0,2,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,1,5,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,8,8,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,1,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAEasy10_open-mistral-7b_4_19_24,0,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,3,6,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,5,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,3,8,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,4,7,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,7,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,2,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-3.5-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,4,8,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,7,9,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,0,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,6,9,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,6,6,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,7,7,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,9,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,10,6,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,10,8,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_gpt-4-turbo_4_19_24,6,7,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,3,7,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,5,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,2,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,6,8,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,7,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,7,8,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,9,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_mistral-large-latest_4_19_24,8,8,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,4,8,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,5,9,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,0,7,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,7,9,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,3,7,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,9,6,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,5,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_fewshot\QAHard11_open-mistral-7b_4_19_24,8,2,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,5,8,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,6,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,9,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-3.5-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,9,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_gpt-4-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,7,4,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,10,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,10,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,7,10,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,10,6,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,6,9,10
